Order ID,Order Date,Customer ID,Customer Name,Segment,Product category,Product Name,Quantity,Unit Price,Sales,Order Count per Customer
ORD064,04-03-2024,CUST064,Adil,Corporate,Clothing,Jeans,3,47,141,2
ORD065,05-03-2024,CUST065,Aadim,Corporate,Electronics,Smartphone,5,427,2135,4
ORD066,06-03-2024,CUST066,Aadimoolan,Consumer,Home,Sofa,1,105,105,3
ORD067,07-03-2024,CUST067,Aadinath,Corporate,Electronics,Headphones,2,245,490,4
ORD068,08-03-2024,CUST068,Aadipta,Corporate,Clothing,Jacket,3,21,63,6
ORD069,09-03-2024,CUST069,Aadish,Consumer,Home,Sofa,3,190,570,1
ORD070,10-03-2024,CUST070,Aadishankar,Corporate,Electronics,Headphones,5,416,2080,1
ORD071,11-03-2024,CUST071,Aadit,Consumer,Home,Table,3,204,612,1
ORD072,12-03-2024,CUST072,Aaditey,Corporate,Clothing,Jacket,5,33,165,1
ORD073,13-03-2024,CUST073,Aaditeya,Corporate,Clothing,Jacket,1,16,16,3
ORD074,14-03-2024,CUST074,Aadith,Consumer,Clothing,Jeans,4,26,104,2
ORD075,15-03-2024,CUST075,Aadithya,Corporate,Electronics,Headphones,2,386,772,1
ORD076,16-03-2024,CUST076,Aadithyakethu,Corporate,Clothing,T-Shirt,2,37,74,1
ORD077,17-03-2024,CUST077,Aaditva,Consumer,Home,Sofa,3,212,636,3
ORD078,18-03-2024,CUST078,Aaditya,Corporate,Electronics,Headphones,1,366,366,1
ORD079,19-03-2024,CUST079,Aadiv,Consumer,Home,Table,4,245,980,1
ORD080,20-03-2024,CUST080,Aadvay,Corporate,Clothing,Jeans,5,26,130,3
ORD081,21-03-2024,CUST081,Aadvik,Consumer,Clothing,Jacket,5,48,240,2
ORD082,22-03-2024,CUST082,Aadyant,Consumer,Electronics,Headphones,1,364,364,4
ORD083,23-03-2024,CUST083,Aadyot,Consumer,Electronics,Smartphone,2,297,594,2
ORD084,24-03-2024,CUST084,Aafiya,Consumer,Home,Table,4,212,848,1
ORD085,25-03-2024,CUST085,Aafreen,Consumer,Clothing,T-Shirt,2,10,20,5
ORD086,26-03-2024,CUST086,Aaftab,Consumer,Clothing,Jacket,2,30,60,1
ORD087,27-03-2024,CUST087,Aftab,Corporate,Electronics,Laptop,2,488,976,3
ORD088,28-03-2024,CUST088,Aagash,Corporate,Electronics,Headphones,3,248,744,4
ORD089,29-03-2024,CUST089,Aageethan,Corporate,Clothing,Jacket,1,10,10,2
ORD090,30-03-2024,CUST090,Aaghosh,Consumer,Clothing,T-Shirt,2,22,44,1
ORD091,31-03-2024,CUST091,Aagney,Corporate,Home,Sofa,2,151,302,1
ORD092,01-04-2024,CUST092,Aagneya,Consumer,Clothing,Jeans,1,24,24,1
ORD093,02-04-2024,CUST093,Aahaan,Consumer,Home,Lamp,5,212,1060,2
ORD094,03-04-2024,CUST094,Aahan,Corporate,Clothing,T-Shirt,3,12,36,2
ORD095,04-04-2024,CUST095,Aahan,Corporate,Home,Lamp,4,250,1000,2
ORD096,05-04-2024,CUST096,Ahan,Consumer,Electronics,Smartphone,5,419,2095,3
ORD097,06-04-2024,CUST097,Aahanyan,Consumer,Clothing,T-Shirt,3,48,144,1
ORD098,07-04-2024,CUST098,Aaharan,Corporate,Electronics,Smartphone,2,482,964,1
ORD099,08-04-2024,CUST099,Aaharen,Corporate,Electronics,Headphones,4,282,1128,2
ORD100,09-04-2024,CUST100,Aahil,Corporate,Electronics,Headphones,1,435,435,3
ORD101,10-04-2024,CUST101,Aahlaad,Corporate,Home,Lamp,1,143,143,2
ORD102,11-04-2024,CUST102,Aahlaadith,Consumer,Electronics,Laptop,2,225,450,2
ORD103,12-04-2024,CUST103,Aahlad,Consumer,Home,Lamp,3,132,396,1
ORD104,13-04-2024,CUST104,Aahnik,Corporate,Electronics,Smartphone,2,356,712,2
ORD105,14-04-2024,CUST105,Aahva,Consumer,Clothing,Jeans,1,16,16,2
ORD106,15-04-2024,CUST106,Aahvan,Corporate,Electronics,Smartphone,4,317,1268,2
ORD107,16-04-2024,CUST107,Aahwaanith,Consumer,Clothing,T-Shirt,3,36,108,2
ORD108,17-04-2024,CUST108,Aairathan,Corporate,Clothing,Jacket,3,28,84,1
ORD109,18-04-2024,CUST109,Aaish,Corporate,Clothing,Jeans,5,38,190,4
ORD110,19-04-2024,CUST110,Aajeevan,Corporate,Home,Lamp,3,130,390,3
ORD111,20-04-2024,CUST111,Aakaar,Consumer,Electronics,Smartphone,4,488,1952,3
ORD112,21-04-2024,CUST112,Aakaash,Corporate,Electronics,Smartphone,3,297,891,1
ORD113,22-04-2024,CUST113,Aakampan,Corporate,Electronics,Smartphone,3,211,633,1
ORD114,23-04-2024,CUST114,Aakanksh,Corporate,Electronics,Laptop,1,392,392,2
ORD115,24-04-2024,CUST115,Aakar,Consumer,Home,Table,2,236,472,3
ORD116,25-04-2024,CUST116,Aakarsh,Consumer,Clothing,Jacket,4,32,128,2
ORD117,26-04-2024,CUST117,Aakarshak,Consumer,Home,Sofa,5,219,1095,1
ORD118,27-04-2024,CUST118,Aakarshan,Corporate,Home,Sofa,4,234,936,3
ORD119,28-04-2024,CUST119,Aakash,Corporate,Electronics,Headphones,4,409,1636,2
ORD120,29-04-2024,CUST120,Aakashi,Corporate,Clothing,Jacket,1,20,20,2
ORD121,30-04-2024,CUST121,Aakesh,Consumer,Electronics,Laptop,2,498,996,2
ORD122,01-05-2024,CUST122,Aakhyaan,Consumer,Home,Table,5,224,1120,2
ORD123,02-05-2024,CUST123,Aakshat,Consumer,Electronics,Headphones,4,225,900,3
ORD124,03-05-2024,CUST124,Aalakshya,Corporate,Home,Lamp,1,190,190,1
ORD125,04-05-2024,CUST125,Aalam,Consumer,Clothing,T-Shirt,5,45,225,2
ORD126,05-05-2024,CUST126,Alam,Consumer,Home,Sofa,5,203,1015,4
ORD127,06-05-2024,CUST127,Aalamarchelvan,Consumer,Clothing,Jeans,2,32,64,2
ORD128,07-05-2024,CUST128,Aalamb,Consumer,Clothing,T-Shirt,1,17,17,5
ORD129,08-05-2024,CUST129,Aalan,Consumer,Electronics,Headphones,5,375,1875,1
ORD130,09-05-2024,CUST130,Aalap,Consumer,Electronics,Headphones,1,484,484,1
ORD131,10-05-2024,CUST131,Aalay,Consumer,Electronics,Laptop,3,204,612,2
ORD132,11-05-2024,CUST132,Aalee,Consumer,Clothing,T-Shirt,1,13,13,1
ORD133,12-05-2024,CUST133,Aalekh,Consumer,Home,Lamp,3,212,636,1
ORD134,13-05-2024,CUST134,Aalhad,Consumer,Clothing,Jacket,2,27,54,1
ORD135,14-05-2024,CUST135,Aalim,Consumer,Clothing,Jeans,5,35,175,1
ORD136,15-05-2024,CUST136,Aaliyan,Corporate,Clothing,T-Shirt,4,19,76,1
ORD137,16-05-2024,CUST137,Aalliyan,Corporate,Clothing,Jacket,1,30,30,2
ORD138,17-05-2024,CUST138,Aalok,Consumer,Home,Sofa,5,219,1095,5
ORD139,18-05-2024,CUST139,Aalop,Consumer,Home,Table,1,146,146,1
ORD140,19-05-2024,CUST140,Aamil,Consumer,Home,Lamp,1,262,262,2
ORD141,20-05-2024,CUST141,Aamir,Consumer,Home,Sofa,1,121,121,3
ORD142,21-05-2024,CUST142,Aamirah,Corporate,Home,Lamp,1,129,129,4
ORD143,22-05-2024,CUST143,Aamish,Consumer,Home,Lamp,2,226,452,1
ORD144,23-05-2024,CUST144,Aamod,Consumer,Electronics,Headphones,4,329,1316,4
ORD145,24-05-2024,CUST145,Aamodh,Consumer,Electronics,Headphones,5,361,1805,2
ORD146,25-05-2024,CUST146,Aamodin,Consumer,Clothing,T-Shirt,4,44,176,1
ORD147,26-05-2024,CUST147,Aamogh,Corporate,Home,Lamp,5,105,525,2
ORD148,27-05-2024,CUST148,Aan,Consumer,Electronics,Headphones,2,202,404,1
ORD149,28-05-2024,CUST149,Aanand,Consumer,Electronics,Smartphone,5,274,1370,3
ORD150,29-05-2024,CUST150,Aanandaswarup,Consumer,Home,Lamp,3,147,441,1
ORD151,30-05-2024,CUST151,Anand Swarup,Consumer,Home,Sofa,2,105,210,2
ORD152,31-05-2024,CUST152,Aanandit,Consumer,Clothing,T-Shirt,4,16,64,2
ORD153,01-06-2024,CUST153,Aanandswarup,Consumer,Clothing,T-Shirt,5,32,160,1
ORD154,02-06-2024,CUST154,Aananth,Corporate,Clothing,T-Shirt,2,41,82,3
ORD155,03-06-2024,CUST155,Aanantya,Corporate,Home,Lamp,3,206,618,2
ORD156,04-06-2024,CUST156,Aanathan,Corporate,Electronics,Headphones,2,324,648,2
ORD157,05-06-2024,CUST157,Aanav,Corporate,Home,Lamp,4,270,1080,1
ORD158,06-06-2024,CUST158,Aanay,Consumer,Home,Sofa,3,209,627,1
ORD159,07-06-2024,CUST159,Aandaleeb,Consumer,Electronics,Smartphone,4,218,872,2
ORD160,08-06-2024,CUST160,Aandi,Corporate,Electronics,Headphones,4,236,944,1
ORD161,09-06-2024,CUST161,Aangat,Consumer,Home,Sofa,2,168,336,1
ORD162,10-06-2024,CUST162,Aanick,Corporate,Home,Sofa,5,241,1205,3
ORD163,11-06-2024,CUST163,Aanjaneya,Corporate,Electronics,Laptop,2,419,838,2
ORD164,12-06-2024,CUST164,Aanjaneya,Consumer,Clothing,Jeans,5,22,110,1
ORD165,13-06-2024,CUST165,Anjaneya,Corporate,Home,Sofa,2,121,242,1
ORD166,14-06-2024,CUST166,Aanjay,Consumer,Electronics,Smartphone,2,433,866,1
ORD167,15-06-2024,CUST167,Aansh,Consumer,Electronics,Headphones,1,248,248,1
ORD168,16-06-2024,CUST168,Aantya,Consumer,Clothing,T-Shirt,5,45,225,2
ORD169,17-06-2024,CUST169,Aanush,Consumer,Electronics,Headphones,5,470,2350,3
ORD170,18-06-2024,CUST170,Aapt,Consumer,Clothing,T-Shirt,2,44,88,3
ORD171,19-06-2024,CUST171,Aapu,Corporate,Electronics,Headphones,2,367,734,4
ORD172,20-06-2024,CUST172,Aaqib,Corporate,Clothing,Jeans,4,26,104,2
ORD173,21-06-2024,CUST173,Aaqil,Consumer,Electronics,Laptop,4,348,1392,2
ORD174,22-06-2024,CUST174,Aar,Corporate,Home,Table,4,224,896,1
ORD175,23-06-2024,CUST175,Aaraadhak,Corporate,Electronics,Laptop,1,330,330,1
ORD176,24-06-2024,CUST176,Araadhak,Corporate,Clothing,Jacket,3,49,147,3
ORD177,25-06-2024,CUST177,Aradhak,Corporate,Clothing,T-Shirt,2,24,48,4
ORD178,26-06-2024,CUST178,Aaradhak,Consumer,Electronics,Headphones,5,355,1775,2
ORD179,27-06-2024,CUST179,Aaradhy,Corporate,Electronics,Laptop,5,358,1790,2
ORD180,28-06-2024,CUST180,Aaran,Corporate,Electronics,Headphones,4,379,1516,2
ORD181,29-06-2024,CUST181,Aaranan,Consumer,Home,Lamp,3,261,783,2
ORD182,30-06-2024,CUST182,Aaranay,Consumer,Home,Sofa,2,130,260,3
ORD183,01-07-2024,CUST183,Aaranen,Corporate,Electronics,Headphones,4,282,1128,2
ORD184,02-07-2024,CUST184,Aaranyan,Corporate,Electronics,Smartphone,1,337,337,1
ORD185,03-07-2024,CUST185,Aarav,Corporate,Home,Lamp,2,176,352,1
ORD186,04-07-2024,CUST186,Aaravamuthan,Consumer,Clothing,T-Shirt,3,10,30,2
ORD187,05-07-2024,CUST187,Aarif,Corporate,Home,Table,2,216,432,4
ORD188,06-07-2024,CUST188,Aariket,Consumer,Home,Sofa,2,290,580,6
ORD189,07-07-2024,CUST189,Aariketh,Consumer,Electronics,Headphones,4,306,1224,2
ORD190,08-07-2024,CUST190,Aarish,Corporate,Electronics,Laptop,2,301,602,2
ORD191,09-07-2024,CUST191,Aarit,Consumer,Electronics,Smartphone,2,289,578,2
ORD192,10-07-2024,CUST192,Aariv,Corporate,Clothing,T-Shirt,1,21,21,1
ORD193,11-07-2024,CUST193,Aariz,Corporate,Clothing,Jeans,1,48,48,4
ORD194,12-07-2024,CUST194,Aarjav,Corporate,Home,Table,5,124,620,3
ORD195,13-07-2024,CUST195,Aarksh,Consumer,Home,Lamp,3,236,708,1
ORD196,14-07-2024,CUST196,Aarnab,Corporate,Home,Lamp,1,217,217,2
ORD197,15-07-2024,CUST197,Aarnav,Consumer,Clothing,T-Shirt,3,11,33,4
ORD198,16-07-2024,CUST198,Aarnavi,Corporate,Electronics,Laptop,4,498,1992,1
ORD199,17-07-2024,CUST199,Aarochan,Corporate,Clothing,Jacket,4,29,116,3
ORD200,18-07-2024,CUST200,Aaron,Consumer,Home,Lamp,4,265,1060,2
ORD201,19-07-2024,CUST201,Aarooran,Corporate,Electronics,Headphones,4,205,820,1
ORD202,20-07-2024,CUST202,Aaroush,Consumer,Clothing,Jacket,4,30,120,3
ORD203,21-07-2024,CUST203,Aarpit,Corporate,Electronics,Smartphone,3,223,669,1
ORD204,22-07-2024,CUST204,Aarpit,Corporate,Clothing,Jeans,3,12,36,4
ORD205,23-07-2024,CUST205,Arpit,Corporate,Electronics,Smartphone,1,404,404,1
ORD206,24-07-2024,CUST206,Aarsh,Corporate,Clothing,Jacket,3,18,54,3
ORD207,25-07-2024,CUST207,Aarshabh,Consumer,Electronics,Laptop,2,223,446,3
ORD208,26-07-2024,CUST208,Aarshin,Corporate,Home,Sofa,2,281,562,1
ORD209,27-07-2024,CUST209,Aarth,Corporate,Electronics,Smartphone,4,400,1600,2
ORD210,28-07-2024,CUST210,Aartheepan,Corporate,Clothing,T-Shirt,1,33,33,3
ORD211,29-07-2024,CUST211,Aarthikan,Consumer,Home,Table,4,250,1000,1
ORD212,30-07-2024,CUST212,Aartraloon,Corporate,Home,Sofa,4,117,468,2
ORD213,31-07-2024,CUST213,Aarujan,Consumer,Home,Sofa,1,126,126,1
ORD214,01-08-2024,CUST214,Aarul,Corporate,Home,Lamp,4,217,868,2
ORD215,02-08-2024,CUST215,Aaruran,Corporate,Home,Table,4,108,432,2
ORD216,03-08-2024,CUST216,Aarush,Consumer,Clothing,Jeans,1,44,44,5
ORD217,04-08-2024,CUST217,Aarushan,Consumer,Home,Sofa,3,112,336,1
ORD218,05-08-2024,CUST218,Aaruthan,Consumer,Home,Table,4,112,448,1
ORD219,06-08-2024,CUST219,Aaruthra,Consumer,Electronics,Smartphone,2,392,784,2
ORD220,07-08-2024,CUST220,Aaruthran,Consumer,Clothing,Jacket,5,47,235,3
ORD221,08-08-2024,CUST221,Aarvalan,Corporate,Electronics,Headphones,5,212,1060,1
ORD222,09-08-2024,CUST222,Aarya,Corporate,Clothing,T-Shirt,5,15,75,1
ORD223,10-08-2024,CUST223,Aaryaa,Corporate,Home,Sofa,1,245,245,1
ORD224,11-08-2024,CUST224,Aaryak,Consumer,Electronics,Smartphone,5,452,2260,2
ORD225,12-08-2024,CUST225,Aaryaman,Consumer,Home,Sofa,3,204,612,2
ORD226,13-08-2024,CUST226,Aaryamik,Corporate,Clothing,T-Shirt,1,17,17,1
ORD227,14-08-2024,CUST227,Aaryan,Corporate,Electronics,Headphones,2,354,708,1
ORD228,15-08-2024,CUST228,Aaryan,Corporate,Clothing,T-Shirt,2,48,96,3
ORD229,16-08-2024,CUST229,Aryan,Consumer,Home,Sofa,1,146,146,2
ORD230,17-08-2024,CUST230,Aaryav,Consumer,Home,Lamp,2,241,482,1
ORD231,18-08-2024,CUST231,Aaryaveer,Corporate,Clothing,T-Shirt,5,35,175,3
ORD232,19-08-2024,CUST232,Aaryavir,Consumer,Electronics,Smartphone,4,289,1156,2
ORD233,20-08-2024,CUST233,Aaryesh,Corporate,Home,Table,1,270,270,1
ORD234,21-08-2024,CUST234,Aaryik,Corporate,Home,Table,1,235,235,4
ORD235,22-08-2024,CUST235,Aasav,Corporate,Home,Table,1,245,245,3
ORD236,23-08-2024,CUST236,Aashang,Consumer,Home,Table,1,270,270,2
ORD237,24-08-2024,CUST237,Aashank,Consumer,Electronics,Headphones,3,216,648,1
ORD238,25-08-2024,CUST238,Aashay,Corporate,Clothing,T-Shirt,1,27,27,1
ORD239,26-08-2024,CUST239,Aashif,Consumer,Clothing,T-Shirt,3,14,42,1
ORD240,27-08-2024,CUST240,Aashir,Consumer,Clothing,Jacket,5,28,140,2
ORD241,28-08-2024,CUST241,Aashirvad,Consumer,Home,Table,4,222,888,4
ORD242,29-08-2024,CUST242,Aashish,Consumer,Clothing,T-Shirt,3,17,51,4
ORD243,30-08-2024,CUST243,Aashish,Corporate,Home,Sofa,4,182,728,1
ORD244,31-08-2024,CUST244,Ashish,Consumer,Clothing,Jeans,5,48,240,2
ORD245,01-09-2024,CUST245,Asheesh,Corporate,Home,Table,1,212,212,3
ORD246,02-09-2024,CUST246,Aashlesh,Consumer,Home,Table,2,180,360,1
ORD247,03-09-2024,CUST247,Aashman,Corporate,Home,Lamp,2,292,584,3
ORD248,04-09-2024,CUST248,Aashray,Consumer,Home,Table,4,161,644,1
ORD249,05-09-2024,CUST249,Aashresh,Corporate,Electronics,Smartphone,2,267,534,1
ORD250,06-09-2024,CUST250,Aashrith,Consumer,Electronics,Laptop,3,399,1197,2
ORD251,07-09-2024,CUST251,Aashrut,Consumer,Clothing,Jeans,2,12,24,2
ORD252,08-09-2024,CUST252,Aashu,Corporate,Home,Table,4,190,760,3
ORD253,09-09-2024,CUST253,Aashuinat,Consumer,Clothing,Jeans,5,31,155,4
ORD254,10-09-2024,CUST254,Aashutosh,Corporate,Clothing,Jeans,2,40,80,2
ORD255,11-09-2024,CUST255,Aasif,Consumer,Electronics,Smartphone,1,383,383,1
ORD256,12-09-2024,CUST256,Aasim,Corporate,Home,Lamp,3,122,366,3
ORD257,13-09-2024,CUST257,Aasit,Corporate,Clothing,Jeans,2,48,96,4
ORD258,14-09-2024,CUST258,Aaslunan,Corporate,Clothing,T-Shirt,4,44,176,2
ORD259,15-09-2024,CUST259,Aastha,Consumer,Clothing,T-Shirt,1,42,42,2
ORD260,16-09-2024,CUST260,Aastik,Corporate,Home,Table,1,217,217,1
ORD261,17-09-2024,CUST261,Aasvi,Corporate,Clothing,T-Shirt,3,38,114,3
ORD262,18-09-2024,CUST262,Aatallan,Consumer,Electronics,Laptop,3,271,813,1
ORD263,19-09-2024,CUST263,Aathan,Consumer,Home,Sofa,1,271,271,1
ORD264,20-09-2024,CUST264,Aathangan,Corporate,Home,Table,1,258,258,2
ORD265,21-09-2024,CUST265,Aatharan,Corporate,Electronics,Headphones,5,486,2430,3
ORD266,22-09-2024,CUST266,Aatharshan,Consumer,Clothing,T-Shirt,3,13,39,2
ORD267,23-09-2024,CUST267,Aathavan,Corporate,Clothing,Jeans,5,38,190,1
ORD268,24-09-2024,CUST268,Aathees,Corporate,Electronics,Laptop,1,266,266,1
ORD269,25-09-2024,CUST269,Aatheesan,Corporate,Clothing,Jacket,3,15,45,2
ORD270,26-09-2024,CUST270,Aatheesh,Corporate,Home,Sofa,2,131,262,2
ORD271,27-09-2024,CUST271,Aathesh,Consumer,Clothing,T-Shirt,2,37,74,3
ORD272,28-09-2024,CUST272,Aatheshan,Consumer,Clothing,Jeans,4,40,160,3
ORD273,01-09-2024,CUST273,Aathijeyan,Consumer,Home,Sofa,5,205,1025,3
ORD274,12-09-2024,CUST274,Aathikan,Corporate,Clothing,T-Shirt,5,12,60,2
ORD275,01-04-2024,CUST275,Aathikesan,Consumer,Clothing,Jacket,5,42,210,1
ORD276,23-08-2024,CUST276,Aathikeyan,Consumer,Clothing,Jeans,5,18,90,2
ORD277,21-05-2024,CUST277,Aathipan,Consumer,Clothing,Jeans,2,25,50,2
ORD278,01-06-2024,CUST278,Aathiraiyan,Corporate,Clothing,Jacket,3,25,75,1
ORD279,29-07-2024,CUST279,Aathiran,Corporate,Electronics,Laptop,3,420,1260,1
ORD280,15-01-2024,CUST280,Aathirayan,Corporate,Home,Lamp,2,297,594,2
ORD281,10-06-2024,CUST281,Aathiruban,Consumer,Clothing,Jeans,4,40,160,1
ORD282,04-01-2024,CUST282,Aathisekan,Corporate,Home,Table,1,177,177,2
ORD283,31-07-2024,CUST283,Aathishaeshan,Corporate,Electronics,Laptop,5,458,2290,2
ORD284,03-04-2024,CUST284,Aathishankar,Consumer,Home,Lamp,1,124,124,2
ORD285,27-08-2024,CUST285,Aathisyan,Corporate,Clothing,Jacket,2,35,70,4
ORD286,22-04-2024,CUST286,Aathith,Corporate,Electronics,Headphones,5,499,2495,1
ORD287,21-03-2024,CUST287,Aathithan,Corporate,Clothing,Jeans,5,24,120,2
ORD288,03-03-2024,CUST288,Aathiththyan,Corporate,Home,Sofa,5,248,1240,1
ORD289,13-02-2024,CUST289,Aathithyan,Corporate,Electronics,Headphones,1,353,353,4
ORD290,13-06-2024,CUST290,Aathithyen,Corporate,Electronics,Laptop,2,206,412,2
ORD291,25-05-2024,CUST291,Aathiyannal,Consumer,Home,Lamp,3,172,516,1
ORD292,14-05-2024,CUST292,Aathrav,Consumer,Electronics,Smartphone,1,478,478,2
ORD293,14-04-2024,CUST293,Aatif,Consumer,Clothing,T-Shirt,4,31,124,2
ORD294,20-02-2024,CUST294,Aatish,Corporate,Clothing,Jacket,2,17,34,2
ORD295,27-06-2024,CUST295,Aatma,Corporate,Clothing,Jacket,2,23,46,2
ORD296,22-07-2024,CUST296,Atma,Consumer,Home,Lamp,5,242,1210,1
ORD297,13-08-2024,CUST297,Aatma,Consumer,Clothing,Jeans,2,28,56,4
ORD298,27-05-2024,CUST298,Atmaram,Consumer,Clothing,Jeans,4,48,192,3
ORD299,26-02-2024,CUST299,Aatmaj,Corporate,Home,Table,4,145,580,2
ORD300,17-09-2024,CUST300,Aatman,Corporate,Clothing,Jacket,3,28,84,2
ORD301,12-06-2024,CUST301,Aatmanand,Consumer,Home,Lamp,5,239,1195,1
